KEGG_ID	Outdegree	Indegree	Betweenness	HBLC	Closeness	OCCI	Common_name
K01425	5	5	30426.0227548801	3042.60227548801	5.87602757032136e-06	0.00013319126265317	glutaminase_[EC:3.5.1.2]
K01810	3	3	26382.6632887483	4397.11054812471	5.80649282027163e-06	0.000104755918709407	glucose-6-phosphate_isomerase_[EC:5.3.1.9]
K01929	2	3	26348.6018801884	5269.72037603768	5.72151116552904e-06	8.26173165895572e-05	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine_ligase_[EC:6.3.2.10]
K00760	9	9	24674.3082907093	1370.7949050394	5.83965475961061e-06	0.00011671335200747	hypoxanthine_phosphoribosyltransferase_[EC:2.4.2.8]
K01754	4	3	24149.9859913568	3449.99799876526	5.89473187812052e-06	0.000143513203214696	threonine_dehydratase_[EC:4.3.1.19]
K01011	4	4	24101.8432616394	3012.73040770492	5.88994057049964e-06	0.000140726146918097	thiosulfate/3-mercaptopyruvate_sulfurtransferase_[EC:2.8.1.1_2.8.1.2]
K00525	5	5	23857.514081348	2385.7514081348	5.83767753836814e-06	0.000115928587989798	ribonucleoside-diphosphate_reductase_alpha_chain_[EC:1.17.4.1]
K00526	5	5	23857.514081348	2385.7514081348	5.83767753836814e-06	0.000115928587989798	ribonucleoside-diphosphate_reductase_beta_chain_[EC:1.17.4.1]
K00059	15	15	23733	791.1	5.79955575402924e-06	0.000102543068088597	3-oxoacyl-[acyl-carrier_protein]_reductase_[EC:1.1.1.100]
K01928	1	2	21462.6577291403	7154.21924304677	5.75516382073816e-06	9.02364194188775e-05	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate_ligase_[EC:6.3.2.13]
K04072	12	12	21450.2058707297	893.75857794707	5.8729217198264e-06	0.000131613582521716	acetaldehyde_dehydrogenase_/_alcohol_dehydrogenase_[EC:1.2.1.10_1.1.1.1]
K00602	4	5	21010.781440606	2334.53127117844	5.85086153936167e-06	0.000121359223300971	phosphoribosylaminoimidazolecarboxamide_formyltransferase_/_IMP_cyclohydrolase_[EC:2.1.2.3_3.5.4.10]
K00099	2	2	20791.0904761905	5197.77261904762	5.82177226391258e-06	0.000109962612711678	1-deoxy-D-xylulose-5-phosphate_reductoisomerase_[EC:1.1.1.267]
K00997	2	2	19989	4997.25	5.79774004093205e-06	0.000101978380583316	holo-[acyl-carrier_protein]_synthase_[EC:2.7.8.7]
K01958	2	2	19747.1236635041	4936.78091587604	5.89049568521191e-06	0.000141043723554302	pyruvate_carboxylase_[EC:6.4.1.1]
K01752	4	2	19324.2271768426	3220.70452947376	5.89188392988658e-06	0.000141843971631206	L-serine_dehydratase_[EC:4.3.1.17]
K14170	4	4	19218.2666666667	2402.28333333333	5.83454400121358e-06	0.000114705207616426	chorismate_mutase_/_prephenate_dehydratase_[EC:5.4.99.5_4.2.1.51]
K00991	2	2	17999.0904761905	4499.77261904762	5.75264765608371e-06	8.96217960207923e-05	2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase_[EC:2.7.7.60]
K00620	2	2	17940.7820106824	4485.1955026706	5.84696162639085e-06	0.000119703136222169	glutamate_N-acetyltransferase_/_amino-acid_N-acetyltransferase_[EC:2.3.1.35_2.3.1.1]
K01652	6	5	17358.8966245582	1578.08151132347	5.87761627394394e-06	0.00013401232913428	acetolactate_synthase_I/II/III_large_subunit_[EC:2.2.1.6]
K00876	5	5	17118.7033677439	1711.87033677439	5.75980462742704e-06	9.13909705721075e-05	uridine_kinase_[EC:2.7.1.48]
K00859	1	1	16456.8063225663	8228.40316128316	5.79612702791994e-06	0.00010148163182464	dephospho-CoA_kinase_[EC:2.7.1.24]
K00954	1	1	16338.8063225663	8169.40316128316	5.79491785703938e-06	0.000101112234580384	pantetheine-phosphate_adenylyltransferase_[EC:2.7.7.3]
K01925	1	2	16045.6577291403	5348.55257638011	5.81216253131302e-06	0.000106632544252506	UDP-N-acetylmuramoylalanine--D-glutamate_ligase_[EC:6.3.2.9]
K00939	4	4	16027.3926204079	2003.42407755099	5.83740492326731e-06	0.000115821172110262	adenylate_kinase_[EC:2.7.4.3]
K00942	3	3	15707.3031487136	2617.88385811894	5.83685976944404e-06	0.000115606936416185	guanylate_kinase_[EC:2.7.4.8]
K03783	9	12	15482.062280443	737.241060973478	5.80177650396551e-06	0.000103241792277514	purine-nucleoside_phosphorylase_[EC:2.4.2.1]
K01649	3	3	15331.1085887172	2555.1847647862	5.86479306077685e-06	0.000127648710748021	2-isopropylmalate_synthase_[EC:2.3.3.13]
K00194	5	5	15220.4033669913	1522.04033669913	5.87913670756586e-06	0.000134807225667296	acetyl-CoA_decarbonylase/synthase_complex_subunit_delta_[EC:2.1.1.245]
K00197	5	5	15220.4033669913	1522.04033669913	5.87913670756586e-06	0.000134807225667296	acetyl-CoA_decarbonylase/synthase_complex_subunit_gamma_[EC:2.1.1.245]
K00919	2	2	15209.0904761905	3802.27261904762	5.68527457033537e-06	7.5654410652141e-05	4-diphosphocytidyl-2-C-methyl-D-erythritol_kinase_[EC:2.7.1.148]
K14138	4	4	14495.4033669913	1811.92542087391	5.87899845382341e-06	0.000134734572891404	acetyl-CoA_synthase_[EC:2.3.1.169]
K15023	4	4	14495.4033669913	1811.92542087391	5.87899845382341e-06	0.000134734572891404	5-methyltetrahydrofolate_corrinoid/iron_sulfur_protein_methyltransferase_[EC:2.1.1.258]
K00756	6	6	14382.8663736807	1198.57219780673	5.77997930767408e-06	9.6749226006192e-05	pyrimidine-nucleoside_phosphorylase_[EC:2.4.2.2]
K02372	10	10	14183	709.15	5.73128306233917e-06	8.47026935456548e-05	3-hydroxyacyl-[acyl-carrier-protein]_dehydratase_[EC:4.2.1.59]
K00948	2	2	14028.7379018645	3507.18447546613	5.82828700816543e-06	0.000112334306897326	ribose-phosphate_pyrophosphokinase_[EC:2.7.6.1]
K11175	4	4	13862.8957219665	1732.86196524581	5.84217936659091e-06	0.000117730162467624	phosphoribosylglycinamide_formyltransferase_1_[EC:2.1.2.2]
K01620	3	3	13489.6096316477	2248.26827194128	5.84381811700493e-06	0.00011839924224485	threonine_aldolase_[EC:4.1.2.5]
K00764	2	3	13425.2610474922	2685.05220949843	5.85229966115185e-06	0.000121980970968529	amidophosphoribosyltransferase_[EC:2.4.2.14]
K03465	2	2	13413.3742361803	3353.34355904508	5.84668814350111e-06	0.000119588615163836	thymidylate_synthase_(FAD)_[EC:2.1.1.148]
K01243	3	3	13222.9	2203.81666666667	5.76677988777846e-06	9.3179276928811e-05	S-adenosylhomocysteine/5'-methylthioadenosine_nucleosidase_[EC:3.2.2.9]
K00616	2	2	13147.1394362103	3286.78485905258	5.85689268415535e-06	0.000124007936507937	transaldolase_[EC:2.2.1.2]
K01756	4	3	13095.644563671	1870.80636623872	5.83012190784909e-06	0.000113019891500904	adenylosuccinate_lyase_[EC:4.3.2.2]
K00789	2	2	12730.5	3182.625	5.79478353586102e-06	0.000101071356377603	S-adenosylmethionine_synthetase_[EC:2.5.1.6]
K00248	7	7	12668.8035798263	904.914541416165	5.80359474658603e-06	0.000103820598006645	butyryl-CoA_dehydrogenase_[EC:1.3.8.1]
K01770	2	2	12437.5166666667	3109.37916666667	5.62255770149841e-06	6.58761528326746e-05	2-C-methyl-D-erythritol_2,4-cyclodiphosphate_synthase_[EC:4.6.1.12]
K07173	1	1	12271.9	6135.95	5.83570165558856e-06	0.000115154306771073	S-ribosylhomocysteine_lyase_[EC:4.4.1.21]
K01839	2	2	12262.1004684036	3065.5251171009	5.82150113228197e-06	0.0001098659635245	phosphopentomutase_[EC:5.4.2.7]
K00817	6	6	12260.1895203128	1021.68246002607	5.83590599522623e-06	0.000115233924867481	histidinol-phosphate_aminotransferase_[EC:2.6.1.9]
K03525	3	3	12050.6468758951	2008.44114598252	5.79216551692181e-06	0.000100280786201364	type_III_pantothenate_kinase_[EC:2.7.1.33]
K00797	6	6	12006.5	1000.54166666667	5.69959703848938e-06	7.82717595491547e-05	spermidine_synthase_[EC:2.5.1.16]
K00680	7	7	11965.4477371714	854.674838369383	5.86981915087196e-06	0.000130072840790843	phospholipid:diacylglycerol_acyltransferase_[EC:2.3.1.158]
K13789	5	4	11498.9095238095	1277.65661375661	5.55608029647245e-06	5.77767506355443e-05	geranylgeranyl_diphosphate_synthase,_type_II_[EC:2.5.1.1_2.5.1.10_2.5.1.29]
K01835	3	2	10890.8766359527	2178.17532719055	5.81743718622198e-06	0.000108436347863804	phosphoglucomutase_[EC:5.4.2.2]
K00762	3	3	10823.4574026407	1803.90956710678	5.81175718478482e-06	0.000106496272630458	orotate_phosphoribosyltransferase_[EC:2.4.2.10]
K00001	15	15	10717.0332387933	357.234441293109	5.83590599522623e-06	0.000115233924867481	alcohol_dehydrogenase_[EC:1.1.1.1]
K03527	2	1	10552.9095238095	3517.63650793651	5.52892456888211e-06	5.49692172383465e-05	4-hydroxy-3-methylbut-2-enyl_diphosphate_reductase_[EC:1.17.1.2]
K03526	1	1	10434.9095238095	5217.45476190476	5.56845581151891e-06	5.91436006624083e-05	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate_synthase_[EC:1.17.7.1]
K00645	2	2	10427	2606.75	5.7973367035184e-06	0.000101853738032186	[acyl-carrier-protein]_S-malonyltransferase_[EC:2.3.1.39]
K01918	1	2	10418.6468758952	3472.88229196505	5.81358168954311e-06	0.000107112253641817	pantoate--beta-alanine_ligase_[EC:6.3.2.1]
K00016	4	4	10179.5077285707	1272.43846607133	5.89049568521191e-06	0.000141043723554302	L-lactate_dehydrogenase_[EC:1.1.1.27]
K01736	2	2	10073	2518.25	5.76478523292615e-06	9.26612305411416e-05	chorismate_synthase_[EC:4.2.3.5]
K00845	4	4	9995.41513276728	1249.42689159591	5.75291241190853e-06	8.96860986547085e-05	glucokinase_[EC:2.7.1.2]
K00266	4	3	9785.70446638205	1397.95778091172	5.89299499684725e-06	0.000142490738102023	glutamate_synthase_(NADPH/NADH)_small_chain_[EC:1.4.1.13_1.4.1.14]
K09758	3	3	9336.94196156232	1556.15699359372	5.84675651182507e-06	0.000119617224880383	aspartate_4-decarboxylase_[EC:4.1.1.12]
K01805	2	2	9306.32169254349	2326.58042313587	5.75503133614563e-06	9.0203860725239e-05	xylose_isomerase_[EC:5.3.1.5]
K01939	2	3	9276.96843275751	1855.3936865515	5.85757882836708e-06	0.000124316260566882	adenylosuccinate_synthase_[EC:6.3.4.4]
K14652	2	2	9074	2268.5	5.83651910000876e-06	0.000115473441108545	3,4-dihydroxy_2-butanone_4-phosphate_synthase_/_GTP_cyclohydrolase_II_[EC:4.1.99.12_3.5.4.25]
K06153	2	1	8930.90952380952	2976.96984126984	5.68663243313942e-06	7.58955676988464e-05	undecaprenyl-diphosphatase_[EC:3.6.1.27]
K09903	2	2	8894.46539876332	2223.61634969083	5.78887956236071e-06	9.9304865938431e-05	uridylate_kinase_[EC:2.7.4.22]
K00806	1	1	8812.90952380952	4406.45476190476	5.62066155186465e-06	6.56167979002625e-05	undecaprenyl_diphosphate_synthase_[EC:2.5.1.31]
K01750	1	1	8688	4344	5.77770844527643e-06	9.61168781237985e-05	ornithine_cyclodeaminase_[EC:4.3.1.12]
K00052	4	3	8403.85280577323	1200.55040082475	5.84470615739794e-06	0.000118764845605701	3-isopropylmalate_dehydrogenase_[EC:1.1.1.85]
K15024	4	4	8165.09286206325	1020.63660775791	5.86410522550417e-06	0.000127323656735421	putative_phosphotransacetylase_[EC:2.3.1.8]
K02564	1	1	8092.89531396259	4046.4476569813	5.80939378975804e-06	0.000105708245243129	glucosamine-6-phosphate_deaminase_[EC:3.5.99.6]
K01034	4	4	8026.2211248097	1003.27764060121	5.80763936882575e-06	0.000105130361648444	acetate_CoA-transferase_alpha_subunit_[EC:2.8.3.8]
K01035	4	4	8026.2211248097	1003.27764060121	5.80763936882575e-06	0.000105130361648444	acetate_CoA-transferase_beta_subunit_[EC:2.8.3.8]
K00928	1	1	7947.50738123035	3973.75369061518	5.84436457146197e-06	0.000118623962040332	aspartate_kinase_[EC:2.7.2.4]
K00053	5	7	7904.07012987013	658.672510822511	5.80676255567234e-06	0.000104843782763682	ketol-acid_reductoisomerase_[EC:1.1.1.86]
K01924	2	2	7557	1889.25	5.74319861703777e-06	8.73820342537574e-05	UDP-N-acetylmuramate--alanine_ligase_[EC:6.3.2.8]
K01493	2	2	7521.93703691282	1880.48425922821	5.79760558889179e-06	0.000101936799184506	dCMP_deaminase_[EC:3.5.4.12]
K01915	1	2	7340.90560064232	2446.96853354744	5.87347363104013e-06	0.000131891321551042	glutamine_synthetase_[EC:6.3.1.2]
K00800	2	2	7215	1803.75	5.69537706243842e-06	7.74833410816674e-05	3-phosphoshikimate_1-carboxyvinyltransferase_[EC:2.5.1.19]
K03517	1	2	7131.65787545788	2377.21929181929	5.83583788042368e-06	0.000115207373271889	quinolinate_synthase_[EC:2.5.1.72]
K00759	4	4	7069.66875057583	883.708593821979	5.82319611942211e-06	0.000110472823685373	adenine_phosphoribosyltransferase_[EC:2.4.2.7]
K16651	1	1	6980	3490	5.82577439106093e-06	0.000111408199643494	L-threonine_kinase_[EC:2.7.1.177]
K00382	3	3	6745.02565521563	1124.17094253594	5.87133555269817e-06	0.000130821559392988	dihydrolipoamide_dehydrogenase_[EC:1.8.1.4]
K01687	2	3	6736.07012987013	1347.21402597403	5.79464922090941e-06	0.000101030511214387	dihydroxy-acid_dehydratase_[EC:4.2.1.9]
K00133	2	2	6634.50738123037	1658.62684530759	5.7737720630265e-06	9.50389659760502e-05	aspartate-semialdehyde_dehydrogenase_[EC:1.2.1.11]
K09458	10	11	6630.45454545454	315.735930735931	5.79955575402924e-06	0.000102543068088597	3-oxoacyl-[acyl-carrier-protein]_synthase_II_[EC:2.3.1.179]
K02371	8	8	6430	401.875	5.73128306233917e-06	8.47026935456548e-05	enoyl-[acyl-carrier_protein]_reductase_II_[EC:1.3.1.-]
K01640	4	3	6324.09523809524	903.442176870748	5.86410522550417e-06	0.000127323656735421	hydroxymethylglutaryl-CoA_lyase_[EC:4.1.3.4]
K01961	3	4	6285.75	897.964285714286	5.86403645085058e-06	0.000127291242362525	acetyl-CoA_carboxylase,_biotin_carboxylase_subunit_[EC:6.4.1.2_6.3.4.14]
K00075	1	1	6056	3028	5.68533921576431e-06	7.56658595641647e-05	UDP-N-acetylmuramate_dehydrogenase_[EC:1.3.1.98]
K00930	1	1	6055.99261876962	3027.99630938481	5.77523923928549e-06	9.54380606986066e-05	acetylglutamate_kinase_[EC:2.7.2.8]
K01443	2	2	5833	1458.25	5.78586513148379e-06	9.84251968503937e-05	N-acetylglucosamine-6-phosphate_deacetylase_[EC:3.5.1.25]
K01611	1	1	5802	2901	5.72642573684783e-06	8.36540070269366e-05	S-adenosylmethionine_decarboxylase_[EC:4.1.1.50]
K00030	2	2	5780	1445	5.86293627574562e-06	0.000126774847870183	isocitrate_dehydrogenase_(NAD+)_[EC:1.1.1.41]
K00874	2	2	5780	1445	5.83093778972472e-06	0.000113327289211242	2-dehydro-3-deoxygluconokinase_[EC:2.7.1.45]
K00767	1	1	5751.65787545788	2875.82893772894	5.77757492070278e-06	9.60799385088394e-05	nicotinate-nucleotide_pyrophosphorylase_(carboxylating)_[EC:2.4.2.19]
K00027	2	1	5632.20170859514	1877.40056953171	5.88162638732862e-06	0.000136128505309012	malate_dehydrogenase_(oxaloacetate-decarboxylating)_[EC:1.1.1.38]
K00604	2	2	5626.85389967061	1406.71347491765	5.83515681983953e-06	0.000114942528735632	methionyl-tRNA_formyltransferase_[EC:2.1.2.9]
K01952	1	1	5607.44729486694	2803.72364743347	5.77177256907369e-06	9.45000945000945e-05	phosphoribosylformylglycinamidine_synthase_[EC:6.3.5.3]
K04720	1	1	5600	2800	5.75675411176162e-06	9.06289650172195e-05	threonine-phosphate_decarboxylase_[EC:4.1.1.81]
K01619	1	1	5451.98285938245	2725.99142969123	5.85716712254951e-06	0.000124131082423039	deoxyribose-phosphate_aldolase_[EC:4.1.2.4]
K04041	4	4	5422.21118213591	677.776397766989	5.82495995340032e-06	0.000111111111111111	fructose-1,6-bisphosphatase_III_[EC:3.1.3.11]
K00681	8	7	5369	357.933333333333	5.848192616072e-06	0.000120221207020918	gamma-glutamyltranspeptidase_[EC:2.3.2.2]
K00278	3	2	5349.6046622136	1069.92093244272	5.85826513336341e-06	0.000124626121635095	L-aspartate_oxidase_[EC:1.4.3.16]
K11755	2	2	5175.18383557619	1293.79595889405	5.74649894551744e-06	8.81523272214387e-05	phosphoribosyl-ATP_pyrophosphohydrolase_/_phosphoribosyl-AMP_cyclohydrolase_[EC:3.6.1.31_3.5.4.19]
K01775	1	1	5171.94415104806	2585.97207552403	5.7839241611864e-06	9.78665100802505e-05	alanine_racemase_[EC:5.1.1.1]
K00823	4	4	5160	645	5.81229765938773e-06	0.000106678045658204	4-aminobutyrate_aminotransferase_[EC:2.6.1.19]
K00794	1	2	4907	1635.66666666667	5.76564941392174e-06	9.28850083596507e-05	6,7-dimethyl-8-ribityllumazine_synthase_[EC:2.5.1.78]
K04487	1	2	4897	1632.33333333333	5.85161475309111e-06	0.000121684108055488	cysteine_desulfurase_[EC:2.8.1.7]
K13038	2	3	4824.15944667117	964.831889334234	5.85236816077626e-06	0.000122010736944851	phosphopantothenoylcysteine_decarboxylase_/_phosphopantothenate--cysteine_ligase_[EC:4.1.1.36_6.3.2.5]
K01874	2	2	4759.85669405171	1189.96417351293	5.79370919056089e-06	0.000100745516824501	methionyl-tRNA_synthetase_[EC:6.1.1.10]
K00145	2	2	4733.9926187696	1183.4981546924	5.70681793538741e-06	7.96558865700175e-05	N-acetyl-gamma-glutamyl-phosphate_reductase_[EC:1.2.1.38]
K00134	2	2	4710.47227927225	1177.61806981806	5.85209417189941e-06	0.000121891760117016	glyceraldehyde_3-phosphate_dehydrogenase_[EC:1.2.1.12]
K00820	1	2	4702.89531396259	1567.63177132086	5.85394409483389e-06	0.000122699386503067	glucosamine--fructose-6-phosphate_aminotransferase_(isomerizing)_[EC:2.6.1.16]
K01591	1	1	4634.69642567647	2317.34821283824	5.77497242450667e-06	9.53652489032996e-05	orotidine-5'-phosphate_decarboxylase_[EC:4.1.1.23]
K00074	3	3	4619.10124314016	769.850207190027	5.80009396152218e-06	0.000102711585866886	3-hydroxybutyryl-CoA_dehydrogenase_[EC:1.1.1.157]
K01814	1	1	4596.18383557618	2298.09191778809	5.75125808770669e-06	8.92857142857143e-05	phosphoribosylformimino-5-aminoimidazole_carboxamide_ribotide_isomerase_[EC:5.3.1.16]
K01689	2	2	4591.59208632794	1147.89802158199	5.83161786574449e-06	0.000113584734211722	enolase_[EC:4.2.1.11]
K01501	7	6	4572	351.692307692308	5.85654967232605e-06	0.00012385434728759	nitrilase_[EC:3.5.5.1]
K00790	2	2	4564	1141	5.64968559499664e-06	6.98031551026106e-05	UDP-N-acetylglucosamine_1-carboxyvinyltransferase_[EC:2.5.1.7]
K01809	1	1	4542	2271	5.80265181187803e-06	0.00010351966873706	mannose-6-phosphate_isomerase_[EC:5.3.1.8]
K00104	3	3	4407	734.5	5.83107379223884e-06	0.000113378684807256	glycolate_oxidase_[EC:1.1.3.15]
K00891	2	2	4341	1085.25	5.62736701124911e-06	6.65424540857067e-05	shikimate_kinase_[EC:2.7.1.71]
K02777	6	6	4256.94454606678	354.745378838898	5.75317719210434e-06	8.9750493627715e-05	PTS_system,_glucose-specific_IIA_component_[EC:2.7.1.69]
K01489	3	3	4246.82578679431	707.804297799052	5.75244910520654e-06	8.95736295234683e-05	cytidine_deaminase_[EC:3.5.4.5]
K02227	2	3	4236	847.2	5.68909116768596e-06	7.63358778625954e-05	adenosylcobinamide-phosphate_synthase_[EC:6.3.1.10]
K01933	1	1	4225.44729486694	2112.72364743347	5.70453910176327e-06	7.92141951837769e-05	phosphoribosylformylglycinamidine_cyclo-ligase_[EC:6.3.3.1]
K04486	1	1	4188	2094	5.76491816698662e-06	9.26955876900259e-05	histidinol-phosphatase_(PHP_family)_[EC:3.1.3.15]
K00131	1	1	4145.93674541469	2072.96837270735	5.85277919219942e-06	0.000122189638318671	glyceraldehyde-3-phosphate_dehydrogenase_(NADP)_[EC:1.2.1.9]
K00384	3	3	4010.88964597634	668.481607662723	5.78238569669074e-06	9.74279033515199e-05	thioredoxin_reductase_(NADPH)_[EC:1.8.1.9]
K00847	1	2	3977.3630997678	1325.7876999226	5.80372947656164e-06	0.00010386373078521	fructokinase_[EC:2.7.1.4]
K00282	3	3	3830.54912052432	638.42485342072	5.85908891167424e-06	0.000125	glycine_dehydrogenase_subunit_1_[EC:1.4.4.2]
K00283	3	3	3830.54912052432	638.42485342072	5.85908891167424e-06	0.000125	glycine_dehydrogenase_subunit_2_[EC:1.4.4.2]
K01193	5	4	3800	422.222222222222	5.75278003094996e-06	8.9653935807782e-05	beta-fructofuranosidase_[EC:3.2.1.26]
K00821	4	4	3787.99261876958	473.499077346197	5.77684064585078e-06	9.58772770853308e-05	acetylornithine/N-succinyldiaminopimelate_aminotransferase_[EC:2.6.1.11_2.6.1.17]
K00558	2	2	3779.9	944.975	5.72576997291711e-06	8.35142809420411e-05	DNA_(cytosine-5)-methyltransferase_1_[EC:2.1.1.37]
K00943	3	3	3731.57300402784	621.928834004639	5.8039315832545e-06	0.000103928497193931	dTMP_kinase_[EC:2.7.4.9]
K00925	3	3	3618.03109010033	603.005181683389	5.83570165558856e-06	0.000115154306771073	acetate_kinase_[EC:2.7.2.1]
K00969	2	2	3520	880	5.72196950190255e-06	8.27129859387924e-05	nicotinate-nucleotide_adenylyltransferase_[EC:2.7.7.18]
K03151	2	3	3518	703.6	5.78098172631676e-06	9.70308558121483e-05	thiamine_biosynthesis_protein_ThiI
K01803	2	2	3516.81169753695	879.202924384237	5.85689268415535e-06	0.000124007936507937	triosephosphate_isomerase_(TIM)_[EC:5.3.1.1]
K00793	2	1	3515	1171.66666666667	5.696155664542e-06	7.76276975624903e-05	riboflavin_synthase_[EC:2.5.1.9]
K01945	1	1	3327.0791871892	1663.5395935946	5.81405489630633e-06	0.00010727311735679	phosphoribosylamine--glycine_ligase_[EC:6.3.4.13]
K01938	2	3	3316.11902415689	663.223804831378	5.85401263295926e-06	0.000122729504172803	formate--tetrahydrofolate_ligase_[EC:6.3.4.3]
K00068	1	1	3290.47641629192	1645.23820814596	5.80258447112344e-06	0.000103498240529911	sorbitol-6-phosphate_2-dehydrogenase_[EC:1.1.1.140]
K00196	3	3	3223.14260415259	537.190434025432	5.85058769153361e-06	0.000121241513094083	carbon-monoxide_dehydrogenase_iron_sulfur_subunit
K00198	3	3	3223.14260415259	537.190434025432	5.85058769153361e-06	0.000121241513094083	carbon-monoxide_dehydrogenase_catalytic_subunit_[EC:1.2.99.2_1.2.7.4]
K03518	3	3	3223.14260415259	537.190434025432	5.85058769153361e-06	0.000121241513094083	carbon-monoxide_dehydrogenase_small_subunit_[EC:1.2.99.2]
K01808	2	2	3204.22512601367	801.056281503419	5.81919753266025e-06	0.000109051254089422	ribose_5-phosphate_isomerase_B_[EC:5.3.1.6]
K01783	2	2	3200.86581380225	800.216453450563	5.80858392532484e-06	0.000105440742302826	ribulose-phosphate_3-epimerase_[EC:5.1.3.1]
K01921	1	1	3195.94415104807	1597.97207552403	5.72944418661946e-06	8.43028157140448e-05	D-alanine-D-alanine_ligase_[EC:6.3.2.4]
K00850	2	2	3186.95167980842	796.737919952104	5.81615145258383e-06	0.000107991360691145	6-phosphofructokinase_1_[EC:2.7.1.11]
K01953	2	2	3159	789.75	5.84381811700493e-06	0.00011839924224485	asparagine_synthase_(glutamine-hydrolysing)_[EC:6.3.5.4]
K01693	2	2	3137.06332983666	784.265832459166	5.78599903952416e-06	9.84639621898385e-05	imidazoleglycerol-phosphate_dehydratase_[EC:4.2.1.19]
K00765	2	2	3100.97244559362	775.243111398405	5.80386421279288e-06	0.000103906899418121	ATP_phosphoribosyltransferase_[EC:2.4.2.17]
K02502	2	2	3100.97244559362	775.243111398405	5.80386421279288e-06	0.000103906899418121	ATP_phosphoribosyltransferase_regulatory_subunit
K03524	2	2	3031	757.75	5.79229971675654e-06	0.000100321027287319	BirA_family_transcriptional_regulator,_biotin_operon_repressor_/_biotin-[acetyl-CoA-carboxylase]_ligase_[EC:6.3.4.15]
K00009	1	1	3028	1514	5.80251713193183e-06	0.000103476821192053	mannitol-1-phosphate_5-dehydrogenase_[EC:1.1.1.17]
K11261	4	3	3002.74919300989	428.964170429984	5.85079307500132e-06	0.00012132977432662	formylmethanofuran_dehydrogenase_subunit_E_[EC:1.2.99.5]
K00174	2	3	2992.57461302917	598.514922605835	5.87174925281991e-06	0.000131027253668763	2-oxoglutarate_ferredoxin_oxidoreductase_subunit_alpha_[EC:1.2.7.3]
K00175	2	3	2992.57461302917	598.514922605835	5.87174925281991e-06	0.000131027253668763	2-oxoglutarate_ferredoxin_oxidoreductase_subunit_beta_[EC:1.2.7.3]
K00176	2	3	2992.57461302917	598.514922605835	5.87174925281991e-06	0.000131027253668763	2-oxoglutarate_ferredoxin_oxidoreductase_subunit_delta_[EC:1.2.7.3]
